Row ID,Order ID,Order Date,Ship Date,Customer ID,City,State,Postal Code,Product ID,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Country_United States,Region_--,Region_Central,Region_East,Region_South,Region_West,Category_Furni,Category_OfficeSupply,Category_Tech,Category_technologies
-1.0116623003464886,-0.0713360262175139,0.43888070692194403,0.44600280504908835,-0.6649746192893401,-0.37448559670781895,-0.25,-0.2763551552195593,-0.9864406779661017,-0.5555555555555556,-0.5749185667752443,0.933061380691115,-0.3333333333333333,0.0,41.9136,False,False,True,False,True,False,False,False,True,False,True,False,False,False
-1.0114932815008872,-0.0713360262175139,0.43888070692194403,0.44600280504908835,-0.6649746192893401,-0.37448559670781895,-0.25,-0.2763551552195593,-0.9378531073446328,-0.4444444444444444,-0.08740499457111835,3.04531229441896,0.0,-1.0,,False,False,True,False,True,False,False,False,True,False,True,False,False,False
-1.011324262655286,-0.13413611767395778,-0.4005891016200295,-0.37307152875175315,-0.4263959390862944,-0.07818930041152264,-0.625,0.48954479652565547,0.06892655367231638,0.1111111111111111,0.5575461454940283,-0.1785692014643915,-0.3333333333333333,-1.0,6.8714,False,False,True,False,True,False,False,False,False,True,False,True,False,False
-1.0109862249640835,0.7072631659172319,0.2768777614138439,0.3127629733520337,0.7614213197969543,-0.5432098765432098,-0.46875,-0.4228727682161814,0.48700564971751414,0.5555555555555556,-0.3740499457111835,-0.14374703864988167,-0.3333333333333333,0.0,2.5164,False,False,False,True,True,False,False,False,False,False,False,True,False,False
-1.0108172061184821,-0.9115158905571221,-0.41973490427098675,-0.3870967741935484,-0.8045685279187818,-0.07818930041152264,-0.625,0.48948045681196717,-0.7909604519774012,0.0,-0.3773072747014115,-0.02468292697177184,1.3333333333333333,-1.0,,False,False,False,True,True,False,False,False,False,True,True,False,False,False
-1.010648187272881,-0.9115158905571221,-0.41973490427098675,-0.3870967741935484,-0.8045685279187818,-0.07818930041152264,-0.625,0.48948045681196717,-0.3649717514124294,-0.7777777777777778,0.2274701411509229,-0.21155767269032105,0.3333333333333333,-1.0,1.97,False,False,False,True,True,False,False,False,False,True,False,True,False,False
-1.0104791684272796,-0.9115158905571221,-0.41973490427098675,-0.3870967741935484,-0.8045685279187818,-0.07818930041152264,-0.625,0.48948045681196717,0.9807909604519774,0.4444444444444444,0.18729641693811075,3.8327749675030973,1.0,0.0,90.7152,False,False,False,True,True,False,False,False,False,True,False,False,False,True
-1.0103101495816784,-0.9115158905571221,-0.41973490427098675,-0.3870967741935484,-0.8045685279187818,-0.07818930041152264,-0.625,0.48948045681196717,-0.10282485875706214,-0.6666666666666666,-0.4543973941368078,-0.16111317663584782,0.0,0.0,5.7825,False,False,False,True,True,False,False,False,False,True,False,True,False,False
-1.010141130736077,-0.9115158905571221,-0.41973490427098675,-0.3870967741935484,-0.8045685279187818,-0.07818930041152264,-0.625,0.48948045681196717,-0.5062146892655367,-0.8888888888888888,-0.6661237785016286,0.27212342721901683,0.6666666666666666,-1.0,34.47,False,False,False,True,True,False,False,False,False,True,False,True,False,False
-1.0098030930448745,-0.9115158905571221,-0.41973490427098675,-0.3870967741935484,-0.8045685279187818,-0.07818930041152264,-0.625,0.48948045681196717,0.9694915254237289,0.4444444444444444,0.0494028230184582,3.8519747970776437,0.3333333333333333,0.0,,False,False,False,True,True,False,False,False,False,True,False,False,True,False
